Date,Location,Temperature
1988-09-01,Silvio Pettirossi Intl,999.9
1988-10-01,Silvio Pettirossi Intl,23.33
1988-11-01,Silvio Pettirossi Intl,26.01
1988-12-01,Silvio Pettirossi Intl,27.96
1989-01-01,Silvio Pettirossi Intl,27.04
1989-02-01,Silvio Pettirossi Intl,27.11
1989-03-01,Silvio Pettirossi Intl,25.21
1989-04-01,Silvio Pettirossi Intl,23.05
1989-05-01,Silvio Pettirossi Intl,19.9
1989-06-01,Silvio Pettirossi Intl,18.44
1989-07-01,Silvio Pettirossi Intl,16.94
1989-08-01,Silvio Pettirossi Intl,19.99
1989-09-01,Silvio Pettirossi Intl,18.88
1989-10-01,Silvio Pettirossi Intl,23.15
1989-11-01,Silvio Pettirossi Intl,25.53
1989-12-01,Silvio Pettirossi Intl,27.82
1990-01-01,Silvio Pettirossi Intl,28.03
1990-02-01,Silvio Pettirossi Intl,26.68
1990-03-01,Silvio Pettirossi Intl,27.46
1990-04-01,Silvio Pettirossi Intl,24.5
1990-05-01,Silvio Pettirossi Intl,19.08
1990-06-01,Silvio Pettirossi Intl,16.4
1990-07-01,Silvio Pettirossi Intl,15.24
1990-08-01,Silvio Pettirossi Intl,20.47
1990-09-01,Silvio Pettirossi Intl,19.79
1990-10-01,Silvio Pettirossi Intl,25.39
1990-11-01,Silvio Pettirossi Intl,27.36
1990-12-01,Silvio Pettirossi Intl,27.97
1991-01-01,Silvio Pettirossi Intl,28.65
1991-02-01,Silvio Pettirossi Intl,27.24
1991-03-01,Silvio Pettirossi Intl,26.61
1991-04-01,Silvio Pettirossi Intl,23.84
1991-05-01,Silvio Pettirossi Intl,21.54
1991-06-01,Silvio Pettirossi Intl,19.15
1991-07-01,Silvio Pettirossi Intl,18.25
1991-08-01,Silvio Pettirossi Intl,20.27
1991-09-01,Silvio Pettirossi Intl,23.38
1991-10-01,Silvio Pettirossi Intl,23.32
1991-11-01,Silvio Pettirossi Intl,24.82
1991-12-01,Silvio Pettirossi Intl,27.55
1992-01-01,Silvio Pettirossi Intl,28.31
1992-02-01,Silvio Pettirossi Intl,27.63
1992-03-01,Silvio Pettirossi Intl,24.87
1992-04-01,Silvio Pettirossi Intl,22.61
1992-05-01,Silvio Pettirossi Intl,20.74
1992-06-01,Silvio Pettirossi Intl,20.91
1992-07-01,Silvio Pettirossi Intl,14.99
1992-08-01,Silvio Pettirossi Intl,17.89
1992-09-01,Silvio Pettirossi Intl,20.21
1992-10-01,Silvio Pettirossi Intl,22.99
1992-11-01,Silvio Pettirossi Intl,24.04
1992-12-01,Silvio Pettirossi Intl,27.1
1993-01-01,Silvio Pettirossi Intl,27.99
1993-02-01,Silvio Pettirossi Intl,25.8
1993-03-01,Silvio Pettirossi Intl,27.45
1993-04-01,Silvio Pettirossi Intl,25.0
1993-05-01,Silvio Pettirossi Intl,20.61
1993-06-01,Silvio Pettirossi Intl,18.93
1993-07-01,Silvio Pettirossi Intl,16.83
1993-08-01,Silvio Pettirossi Intl,18.83
1993-09-01,Silvio Pettirossi Intl,20.39
1993-10-01,Silvio Pettirossi Intl,24.15
1993-11-01,Silvio Pettirossi Intl,25.33
1993-12-01,Silvio Pettirossi Intl,27.4
1994-01-01,Silvio Pettirossi Intl,28.76
1994-02-01,Silvio Pettirossi Intl,26.43
1994-03-01,Silvio Pettirossi Intl,25.14
1994-04-01,Silvio Pettirossi Intl,23.57
1994-05-01,Silvio Pettirossi Intl,22.39
1994-06-01,Silvio Pettirossi Intl,19.68
1994-07-01,Silvio Pettirossi Intl,19.07
1994-08-01,Silvio Pettirossi Intl,20.75
1994-09-01,Silvio Pettirossi Intl,24.09
1994-10-01,Silvio Pettirossi Intl,25.57
1994-11-01,Silvio Pettirossi Intl,25.4
1994-12-01,Silvio Pettirossi Intl,28.48
1995-01-01,Silvio Pettirossi Intl,27.68
1995-02-01,Silvio Pettirossi Intl,26.92
1995-03-01,Silvio Pettirossi Intl,25.68
1995-04-01,Silvio Pettirossi Intl,21.77
1995-05-01,Silvio Pettirossi Intl,18.99
1995-06-01,Silvio Pettirossi Intl,20.44
1995-07-01,Silvio Pettirossi Intl,20.81
1995-08-01,Silvio Pettirossi Intl,21.1
1995-09-01,Silvio Pettirossi Intl,22.99
1995-10-01,Silvio Pettirossi Intl,22.93
1995-11-01,Silvio Pettirossi Intl,27.15
1995-12-01,Silvio Pettirossi Intl,27.64
1996-01-01,Silvio Pettirossi Intl,28.59
1996-02-01,Silvio Pettirossi Intl,27.18
1996-03-01,Silvio Pettirossi Intl,25.57
1996-04-01,Silvio Pettirossi Intl,23.95
1996-05-01,Silvio Pettirossi Intl,21.04
1996-06-01,Silvio Pettirossi Intl,15.7
1996-07-01,Silvio Pettirossi Intl,16.27
1996-08-01,Silvio Pettirossi Intl,21.32
1996-09-01,Silvio Pettirossi Intl,20.11
1996-10-01,Silvio Pettirossi Intl,23.51
1996-11-01,Silvio Pettirossi Intl,25.7
1996-12-01,Silvio Pettirossi Intl,26.91
1997-01-01,Silvio Pettirossi Intl,28.6
1997-02-01,Silvio Pettirossi Intl,27.76
1997-03-01,Silvio Pettirossi Intl,26.04
1997-04-01,Silvio Pettirossi Intl,22.95
1997-05-01,Silvio Pettirossi Intl,20.95
1997-06-01,Silvio Pettirossi Intl,18.66
1997-07-01,Silvio Pettirossi Intl,20.95
1997-08-01,Silvio Pettirossi Intl,20.61
1997-09-01,Silvio Pettirossi Intl,23.49
1997-10-01,Silvio Pettirossi Intl,25.24
1997-11-01,Silvio Pettirossi Intl,26.39
1997-12-01,Silvio Pettirossi Intl,28.53
1998-01-01,Silvio Pettirossi Intl,29.08
1998-02-01,Silvio Pettirossi Intl,26.96
1998-03-01,Silvio Pettirossi Intl,25.36
1998-04-01,Silvio Pettirossi Intl,23.38
1998-05-01,Silvio Pettirossi Intl,19.47
1998-06-01,Silvio Pettirossi Intl,18.64
1998-07-01,Silvio Pettirossi Intl,20.4
1998-08-01,Silvio Pettirossi Intl,18.81
1998-09-01,Silvio Pettirossi Intl,20.1
1998-10-01,Silvio Pettirossi Intl,24.06
1998-11-01,Silvio Pettirossi Intl,25.58
1998-12-01,Silvio Pettirossi Intl,26.2
1999-01-01,Silvio Pettirossi Intl,28.06
1999-02-01,Silvio Pettirossi Intl,28.22
1999-03-01,Silvio Pettirossi Intl,27.89
1999-04-01,Silvio Pettirossi Intl,23.02
1999-05-01,Silvio Pettirossi Intl,19.11
1999-06-01,Silvio Pettirossi Intl,17.88
1999-07-01,Silvio Pettirossi Intl,17.11
1999-08-01,Silvio Pettirossi Intl,19.87
1999-09-01,Silvio Pettirossi Intl,24.59
1999-10-01,Silvio Pettirossi Intl,25.43
1999-11-01,Silvio Pettirossi Intl,25.25
1999-12-01,Silvio Pettirossi Intl,28.01
2000-01-01,Silvio Pettirossi Intl,29.04
2000-02-01,Silvio Pettirossi Intl,28.37
2000-03-01,Silvio Pettirossi Intl,27.58
2000-04-01,Silvio Pettirossi Intl,24.76
2000-05-01,Silvio Pettirossi Intl,19.45
2000-06-01,Silvio Pettirossi Intl,19.44
2000-07-01,Silvio Pettirossi Intl,13.84
2000-08-01,Silvio Pettirossi Intl,20.58
2000-09-01,Silvio Pettirossi Intl,21.04
2000-10-01,Silvio Pettirossi Intl,25.14
2000-11-01,Silvio Pettirossi Intl,24.95
2000-12-01,Silvio Pettirossi Intl,27.26
2001-01-01,Silvio Pettirossi Intl,28.44
2001-02-01,Silvio Pettirossi Intl,27.54
2001-03-01,Silvio Pettirossi Intl,26.94
2001-04-01,Silvio Pettirossi Intl,24.54
2001-05-01,Silvio Pettirossi Intl,18.44
2001-06-01,Silvio Pettirossi Intl,18.44
2001-07-01,Silvio Pettirossi Intl,19.94
2001-08-01,Silvio Pettirossi Intl,22.84
2001-09-01,Silvio Pettirossi Intl,999.9
2001-10-01,Silvio Pettirossi Intl,24.92
2001-11-01,Silvio Pettirossi Intl,26.26
2001-12-01,Silvio Pettirossi Intl,26.03
2002-01-01,Silvio Pettirossi Intl,28.4
2002-02-01,Silvio Pettirossi Intl,26.5
2002-03-01,Silvio Pettirossi Intl,28.59
2002-04-01,Silvio Pettirossi Intl,25.1
2002-05-01,Silvio Pettirossi Intl,22.35
2002-06-01,Silvio Pettirossi Intl,18.04
2002-07-01,Silvio Pettirossi Intl,16.9
2002-08-01,Silvio Pettirossi Intl,21.88
2002-09-01,Silvio Pettirossi Intl,22.26
2002-10-01,Silvio Pettirossi Intl,26.61
2002-11-01,Silvio Pettirossi Intl,26.19
2002-12-01,Silvio Pettirossi Intl,28.19
2003-01-01,Silvio Pettirossi Intl,27.39
2003-02-01,Silvio Pettirossi Intl,27.4
2003-03-01,Silvio Pettirossi Intl,26.8
2003-04-01,Silvio Pettirossi Intl,22.99
2003-05-01,Silvio Pettirossi Intl,20.49
2003-06-01,Silvio Pettirossi Intl,22.08
2003-07-01,Silvio Pettirossi Intl,18.83
2003-08-01,Silvio Pettirossi Intl,18.49
2003-09-01,Silvio Pettirossi Intl,23.54
2003-10-01,Silvio Pettirossi Intl,26.14
2003-11-01,Silvio Pettirossi Intl,25.59
2003-12-01,Silvio Pettirossi Intl,26.44
2004-01-01,Silvio Pettirossi Intl,28.8
2004-02-01,Silvio Pettirossi Intl,27.67
2004-03-01,Silvio Pettirossi Intl,27.34
2004-04-01,Silvio Pettirossi Intl,25.63
2004-05-01,Silvio Pettirossi Intl,17.03
2004-06-01,Silvio Pettirossi Intl,19.44
2004-07-01,Silvio Pettirossi Intl,18.46
2004-08-01,Silvio Pettirossi Intl,19.94
2004-09-01,Silvio Pettirossi Intl,23.54
2004-10-01,Silvio Pettirossi Intl,24.53
2004-11-01,Silvio Pettirossi Intl,24.46
2004-12-01,Silvio Pettirossi Intl,26.98
2005-01-01,Silvio Pettirossi Intl,29.04
2005-02-01,Silvio Pettirossi Intl,27.81
2005-03-01,Silvio Pettirossi Intl,27.6
2005-04-01,Silvio Pettirossi Intl,24.1
2005-05-01,Silvio Pettirossi Intl,21.7
2005-06-01,Silvio Pettirossi Intl,20.95
2005-07-01,Silvio Pettirossi Intl,17.9
2005-08-01,Silvio Pettirossi Intl,22.1
2005-09-01,Silvio Pettirossi Intl,18.8
2005-10-01,Silvio Pettirossi Intl,23.2
2005-11-01,Silvio Pettirossi Intl,25.8
2005-12-01,Silvio Pettirossi Intl,27.4
2006-01-01,Silvio Pettirossi Intl,28.6
2006-02-01,Silvio Pettirossi Intl,999.9
2006-03-01,Silvio Pettirossi Intl,27.6
2006-04-01,Silvio Pettirossi Intl,23.39
2006-05-01,Silvio Pettirossi Intl,18.75
2006-06-01,Silvio Pettirossi Intl,20.55
2006-07-01,Silvio Pettirossi Intl,22.6
2006-08-01,Silvio Pettirossi Intl,21.13
2006-09-01,Silvio Pettirossi Intl,21.66
2006-10-01,Silvio Pettirossi Intl,26.1
2006-11-01,Silvio Pettirossi Intl,25.68
2006-12-01,Silvio Pettirossi Intl,29.0
2007-01-01,Silvio Pettirossi Intl,26.9
2007-02-01,Silvio Pettirossi Intl,27.71
2007-03-01,Silvio Pettirossi Intl,28.1
2007-04-01,Silvio Pettirossi Intl,25.2
2007-05-01,Silvio Pettirossi Intl,18.75
2007-06-01,Silvio Pettirossi Intl,18.7
2007-07-01,Silvio Pettirossi Intl,16.3
2007-08-01,Silvio Pettirossi Intl,17.5
2007-09-01,Silvio Pettirossi Intl,25.3
2007-10-01,Silvio Pettirossi Intl,26.08
2007-11-01,Silvio Pettirossi Intl,24.06
2007-12-01,Silvio Pettirossi Intl,27.4
2008-01-01,Silvio Pettirossi Intl,25.7
2008-02-01,Silvio Pettirossi Intl,27.1
2008-03-01,Silvio Pettirossi Intl,27.0
2008-04-01,Silvio Pettirossi Intl,22.67
2008-05-01,Silvio Pettirossi Intl,19.72
2008-06-01,Silvio Pettirossi Intl,16.1
2008-07-01,Silvio Pettirossi Intl,21.52
2008-08-01,Silvio Pettirossi Intl,20.6
2008-09-01,Silvio Pettirossi Intl,20.4
2008-10-01,Silvio Pettirossi Intl,25.0
2008-11-01,Silvio Pettirossi Intl,26.42
2008-12-01,Silvio Pettirossi Intl,28.7
2009-01-01,Silvio Pettirossi Intl,27.4
2009-02-01,Silvio Pettirossi Intl,27.2
2009-03-01,Silvio Pettirossi Intl,28.4
2009-04-01,Silvio Pettirossi Intl,25.5
2009-05-01,Silvio Pettirossi Intl,21.6
2009-06-01,Silvio Pettirossi Intl,16.4
2009-07-01,Silvio Pettirossi Intl,20.04
2009-08-01,Silvio Pettirossi Intl,20.2
2009-09-01,Silvio Pettirossi Intl,21.0
2009-10-01,Silvio Pettirossi Intl,24.5
2009-11-01,Silvio Pettirossi Intl,29.4
2009-12-01,Silvio Pettirossi Intl,27.7
2010-01-01,Silvio Pettirossi Intl,28.51
2010-02-01,Silvio Pettirossi Intl,29.9
2010-03-01,Silvio Pettirossi Intl,27.9
2010-04-01,Silvio Pettirossi Intl,24.0
2010-05-01,Silvio Pettirossi Intl,18.35
2010-06-01,Silvio Pettirossi Intl,19.13
2010-07-01,Silvio Pettirossi Intl,22.05
2010-08-01,Silvio Pettirossi Intl,19.4
2010-09-01,Silvio Pettirossi Intl,22.0
2010-10-01,Silvio Pettirossi Intl,21.92
2010-11-01,Silvio Pettirossi Intl,23.73
2010-12-01,Silvio Pettirossi Intl,28.0
2011-01-01,Silvio Pettirossi Intl,28.7
2011-02-01,Silvio Pettirossi Intl,27.2
2011-03-01,Silvio Pettirossi Intl,26.6
2011-04-01,Silvio Pettirossi Intl,23.41
2011-05-01,Silvio Pettirossi Intl,20.45
2011-06-01,Silvio Pettirossi Intl,18.0
2011-07-01,Silvio Pettirossi Intl,17.6
2011-08-01,Silvio Pettirossi Intl,19.15
2011-09-01,Silvio Pettirossi Intl,22.2
2011-10-01,Silvio Pettirossi Intl,24.6
2011-11-01,Silvio Pettirossi Intl,25.6
2011-12-01,Silvio Pettirossi Intl,26.9
2012-01-01,Silvio Pettirossi Intl,999.9
2012-02-01,Silvio Pettirossi Intl,999.9
2012-03-01,Silvio Pettirossi Intl,999.9
2012-04-01,Silvio Pettirossi Intl,999.9
2012-05-01,Silvio Pettirossi Intl,999.9
2012-06-01,Silvio Pettirossi Intl,999.9
2012-07-01,Silvio Pettirossi Intl,999.9
2012-08-01,Silvio Pettirossi Intl,999.9
2012-09-01,Silvio Pettirossi Intl,999.9
2012-10-01,Silvio Pettirossi Intl,999.9
2012-11-01,Silvio Pettirossi Intl,999.9
2012-12-01,Silvio Pettirossi Intl,999.9
2013-01-01,Silvio Pettirossi Intl,28.78
2013-02-01,Silvio Pettirossi Intl,28.2
2013-03-01,Silvio Pettirossi Intl,25.0
2013-04-01,Silvio Pettirossi Intl,23.6
2013-05-01,Silvio Pettirossi Intl,20.25
2013-06-01,Silvio Pettirossi Intl,18.4
2013-07-01,Silvio Pettirossi Intl,18.75
2013-08-01,Silvio Pettirossi Intl,17.45
2013-09-01,Silvio Pettirossi Intl,21.45
2013-10-01,Silvio Pettirossi Intl,24.05
2013-11-01,Silvio Pettirossi Intl,26.35
2013-12-01,Silvio Pettirossi Intl,29.05
2014-01-01,Silvio Pettirossi Intl,29.52
2014-02-01,Silvio Pettirossi Intl,29.5
2014-03-01,Silvio Pettirossi Intl,25.15
2014-04-01,Silvio Pettirossi Intl,23.8
2014-05-01,Silvio Pettirossi Intl,20.55
2014-06-01,Silvio Pettirossi Intl,18.8
2014-07-01,Silvio Pettirossi Intl,18.75
2014-08-01,Silvio Pettirossi Intl,21.75
2014-09-01,Silvio Pettirossi Intl,24.3
2014-10-01,Silvio Pettirossi Intl,27.9
2014-11-01,Silvio Pettirossi Intl,25.5
2014-12-01,Silvio Pettirossi Intl,27.4
2015-01-01,Silvio Pettirossi Intl,28.6
2015-02-01,Silvio Pettirossi Intl,28.1
2015-03-01,Silvio Pettirossi Intl,26.9
2015-04-01,Silvio Pettirossi Intl,24.4
2015-05-01,Silvio Pettirossi Intl,21.0
2015-06-01,Silvio Pettirossi Intl,20.8
2015-07-01,Silvio Pettirossi Intl,18.55
2015-08-01,Silvio Pettirossi Intl,23.55
2015-09-01,Silvio Pettirossi Intl,23.7
2015-10-01,Silvio Pettirossi Intl,24.9
2015-11-01,Silvio Pettirossi Intl,25.6
2015-12-01,Silvio Pettirossi Intl,27.5
2016-01-01,Silvio Pettirossi Intl,29.3
2016-02-01,Silvio Pettirossi Intl,29.0
2016-03-01,Silvio Pettirossi Intl,25.1
2016-04-01,Silvio Pettirossi Intl,26.2
2016-05-01,Silvio Pettirossi Intl,17.75
2016-06-01,Silvio Pettirossi Intl,15.0
2016-07-01,Silvio Pettirossi Intl,18.8
2016-08-01,Silvio Pettirossi Intl,21.15
2016-09-01,Silvio Pettirossi Intl,20.4
2016-10-01,Silvio Pettirossi Intl,24.5
2016-11-01,Silvio Pettirossi Intl,24.9
2016-12-01,Silvio Pettirossi Intl,27.3
2017-01-01,Silvio Pettirossi Intl,29.3
2017-02-01,Silvio Pettirossi Intl,28.1
2017-03-01,Silvio Pettirossi Intl,27.1
2017-04-01,Silvio Pettirossi Intl,22.9
2017-05-01,Silvio Pettirossi Intl,21.3
2017-06-01,Silvio Pettirossi Intl,19.0
2017-07-01,Silvio Pettirossi Intl,20.8
2017-08-01,Silvio Pettirossi Intl,22.85
2017-09-01,Silvio Pettirossi Intl,24.4
2017-10-01,Silvio Pettirossi Intl,24.5
2017-11-01,Silvio Pettirossi Intl,24.7
2017-12-01,Silvio Pettirossi Intl,28.2
2018-01-01,Silvio Pettirossi Intl,27.9
2018-02-01,Silvio Pettirossi Intl,27.1
2018-03-01,Silvio Pettirossi Intl,26.2
2018-04-01,Silvio Pettirossi Intl,26.7
2018-05-01,Silvio Pettirossi Intl,22.4
2018-06-01,Silvio Pettirossi Intl,17.0
2018-07-01,Silvio Pettirossi Intl,17.75
2018-08-01,Silvio Pettirossi Intl,17.7
2018-09-01,Silvio Pettirossi Intl,22.6
2018-10-01,Silvio Pettirossi Intl,24.6
2018-11-01,Silvio Pettirossi Intl,26.5
2018-12-01,Silvio Pettirossi Intl,28.4
2019-01-01,Silvio Pettirossi Intl,29.7
2019-02-01,Silvio Pettirossi Intl,28.0
2019-03-01,Silvio Pettirossi Intl,25.3
2019-04-01,Silvio Pettirossi Intl,24.0
2019-05-01,Silvio Pettirossi Intl,21.6
2019-06-01,Silvio Pettirossi Intl,21.2
2019-07-01,Silvio Pettirossi Intl,17.6
2019-08-01,Silvio Pettirossi Intl,20.2
2019-09-01,Silvio Pettirossi Intl,23.3
2019-10-01,Silvio Pettirossi Intl,26.3
2019-11-01,Silvio Pettirossi Intl,29.2
2019-12-01,Silvio Pettirossi Intl,27.2
2020-01-01,Silvio Pettirossi Intl,28.6
2020-02-01,Silvio Pettirossi Intl,27.9
2020-03-01,Silvio Pettirossi Intl,28.8
2020-04-01,Silvio Pettirossi Intl,24.1
2020-05-01,Silvio Pettirossi Intl,20.6
2020-06-01,Silvio Pettirossi Intl,21.1
2020-07-01,Silvio Pettirossi Intl,18.8
2020-08-01,Silvio Pettirossi Intl,22.1
2020-09-01,Silvio Pettirossi Intl,24.2
2020-10-01,Silvio Pettirossi Intl,27.4
2020-11-01,Silvio Pettirossi Intl,26.4
2020-12-01,Silvio Pettirossi Intl,27.0
2021-01-01,Silvio Pettirossi Intl,27.4
2021-02-01,Silvio Pettirossi Intl,26.6
2021-03-01,Silvio Pettirossi Intl,26.1
2021-04-01,Silvio Pettirossi Intl,23.8
2021-05-01,Silvio Pettirossi Intl,20.4
2021-06-01,Silvio Pettirossi Intl,17.8
2021-07-01,Silvio Pettirossi Intl,18.45
2021-08-01,Silvio Pettirossi Intl,21.15
2021-09-01,Silvio Pettirossi Intl,25.7
2021-10-01,Silvio Pettirossi Intl,24.3
2021-11-01,Silvio Pettirossi Intl,26.0
2021-12-01,Silvio Pettirossi Intl,29.1
2022-01-01,Silvio Pettirossi Intl,30.8
2022-02-01,Silvio Pettirossi Intl,29.2
2022-03-01,Silvio Pettirossi Intl,26.0
2022-04-01,Silvio Pettirossi Intl,23.9
2022-05-01,Silvio Pettirossi Intl,18.0
2022-06-01,Silvio Pettirossi Intl,16.5
2022-07-01,Silvio Pettirossi Intl,22.0
2022-08-01,Silvio Pettirossi Intl,20.3
2022-09-01,Silvio Pettirossi Intl,20.2
2022-10-01,Silvio Pettirossi Intl,22.6
2022-11-01,Silvio Pettirossi Intl,24.2
2022-12-01,Silvio Pettirossi Intl,999.9
2023-01-01,Silvio Pettirossi Intl,28.7
2023-02-01,Silvio Pettirossi Intl,999.9
2023-03-01,Silvio Pettirossi Intl,27.6
2023-04-01,Silvio Pettirossi Intl,23.1
2023-05-01,Silvio Pettirossi Intl,21.0
2023-06-01,Silvio Pettirossi Intl,20.5
2023-07-01,Silvio Pettirossi Intl,20.85
2023-08-01,Silvio Pettirossi Intl,23.65
2023-09-01,Silvio Pettirossi Intl,25.2
2023-10-01,Silvio Pettirossi Intl,999.9
2023-11-01,Silvio Pettirossi Intl,999.9
2023-12-01,Silvio Pettirossi Intl,999.9
1971-01-01,Asuncion Aero,27.66
1971-02-01,Asuncion Aero,27.26
1971-03-01,Asuncion Aero,25.66
1971-04-01,Asuncion Aero,22.26
1971-05-01,Asuncion Aero,18.86
1971-06-01,Asuncion Aero,15.76
1971-07-01,Asuncion Aero,20.06
1971-08-01,Asuncion Aero,19.26
1971-09-01,Asuncion Aero,23.56
1971-10-01,Asuncion Aero,22.46
1971-11-01,Asuncion Aero,26.26
1971-12-01,Asuncion Aero,27.16
1972-01-01,Asuncion Aero,28.16
1972-02-01,Asuncion Aero,27.36
1972-03-01,Asuncion Aero,26.66
1972-04-01,Asuncion Aero,22.36
1972-05-01,Asuncion Aero,23.36
1972-06-01,Asuncion Aero,22.66
1972-07-01,Asuncion Aero,18.16
1972-08-01,Asuncion Aero,18.16
1972-09-01,Asuncion Aero,22.86
1972-10-01,Asuncion Aero,22.86
1972-11-01,Asuncion Aero,25.36
1972-12-01,Asuncion Aero,26.46
1973-01-01,Asuncion Aero,28.86
1973-02-01,Asuncion Aero,28.96
1973-03-01,Asuncion Aero,26.76
1973-04-01,Asuncion Aero,25.56
1973-05-01,Asuncion Aero,20.56
1973-06-01,Asuncion Aero,18.86
1973-07-01,Asuncion Aero,16.86
1973-08-01,Asuncion Aero,17.46
1973-09-01,Asuncion Aero,20.76
1973-10-01,Asuncion Aero,23.46
1973-11-01,Asuncion Aero,24.26
1973-12-01,Asuncion Aero,26.26
1974-01-01,Asuncion Aero,28.66
1974-02-01,Asuncion Aero,26.86
1974-03-01,Asuncion Aero,25.76
1974-04-01,Asuncion Aero,23.16
1974-05-01,Asuncion Aero,20.36
1974-06-01,Asuncion Aero,17.26
1974-07-01,Asuncion Aero,20.56
1974-08-01,Asuncion Aero,18.96
1974-09-01,Asuncion Aero,20.86
1974-10-01,Asuncion Aero,22.46
1974-11-01,Asuncion Aero,24.96
1974-12-01,Asuncion Aero,26.46
1975-01-01,Asuncion Aero,27.46
